barseq,gene,cloneid
barseq_0039,PBANKA_092170,PbGEM-332739
barseq_0039,PBANKA_112410,PbGEM-300723
barseq_0039,PBANKA_135610,PbGEM-317179
barseq_0039,PBANKA_092510,PbGEM-289985
barseq_0039,PBANKA_135740,PbGEM-317307
barseq_0039,PBANKA_040690,PbGEM-271986
barseq_0039,PBANKA_092250,PbGEM-289713
barseq_0039,PBANKA_100170,PbGEM-292664
barseq_0039,PBANKA_134490,PbGEM-338675
barseq_0039,PBANKA_050180,PbGEM-273642
barseq_0039,PBANKA_092560,PbGEM-290017
barseq_0039,PBANKA_030110,PbGEM-269371
barseq_0039,PBANKA_141380,PbGEM-320219
barseq_0039,PBANKA_123100,PbGEM-307690
barseq_0039,PBANKA_083300,PbGEM-286426
barseq_0039,PBANKA_120500,PbGEM-304250
barseq_0039,PBANKA_142420,PbGEM-321451
barseq_0039,PBANKA_110310,PbGEM-298157
barseq_0039,PBANKA_103400,PbGEM-296910
barseq_0039,PBANKA_133140,PbGEM-338275
barseq_0039,PBANKA_040600,PbGEM-328907
barseq_0039,PBANKA_121300,PbGEM-336419
barseq_0039,PBANKA_135630,PbGEM-338995
barseq_0039,PBANKA_092820,PbGEM-290480
barseq_0039,PBANKA_100100,PbGEM-333355
barseq_0039,PBANKA_110910,PbGEM-298869
barseq_0039,PBANKA_143250,PbGEM-340147
barseq_0039,PBANKA_130390,PbGEM-337491
barseq_0039,PBANKA_041000,PbGEM-272274
barseq_0039,PBANKA_132740,PbGEM-338155
barseq_0039,PBANKA_091120,PbGEM-332475
barseq_0039,PBANKA_144010,PbGEM-340371
barseq_0039,PBANKA_132700,PbGEM-313581
barseq_0039,PBANKA_133380,PbGEM-314437
barseq_0039,PBANKA_120440,PbGEM-336171
barseq_0039,PBANKA_060890,PbGEM-277834
barseq_0039,PBANKA_060770,PbGEM-277730
barseq_0039,PBANKA_060170,PbGEM-276954
barseq_0039,PBANKA_146360,PbGEM-326427
barseq_0039,PBANKA_144220,PbGEM-340459
barseq_0039,PBANKA_101850,PbGEM-333963
barseq_0039,PBANKA_090440,PbGEM-332315
barseq_0039,PBANKA_123690,PbGEM-308553
barseq_0039,PBANKA_133290,PbGEM-314293
barseq_0039,PBANKA_061560,PbGEM-330275
barseq_0039,PBANKA_040210,PbGEM-328787
barseq_0039,PBANKA_131200,PbGEM-337699
barseq_0039,PBANKA_083410,PbGEM-332083
barseq_0039,PBANKA_070230,PbGEM-330555
barseq_0039,PBANKA_050270,PbGEM-273802
barseq_0039,PBANKA_020340,PbGEM-327931
barseq_0039,PBANKA_040510,PbGEM-328859
barseq_0039,PBANKA_140560,PbGEM-319171
barseq_0039,PBANKA_070630,PbGEM-280690
barseq_0039,PBANKA_090760,PbGEM-287898
barseq_0039,PBANKA_050710,PbGEM-329435
barseq_0039,PBANKA_140780,PbGEM-319523
barseq_0039,PBANKA_091010,PbGEM-288226
barseq_0039,PBANKA_080870,PbGEM-283794
barseq_0039,PBANKA_021110,PbGEM-328155
barseq_0039,PBANKA_081090,PbGEM-283970
barseq_0039,PBANKA_111310,PbGEM-335051
barseq_0039,PBANKA_101240,PbGEM-333763
barseq_0039,PBANKA_111460,PbGEM-335083
barseq_0039,PBANKA_060080,PbGEM-276826
barseq_0039,PBANKA_010490,PbGEM-327659
barseq_0039,PBANKA_110720,PbGEM-334875
barseq_0039,PBANKA_130610,PbGEM-310791
barseq_0039,PBANKA_081130,PbGEM-237430
barseq_0039,PBANKA_141530,PbGEM-320379
barseq_0040,PBANKA_030380,PbGEM-269731
barseq_0040,PBANKA_090450,PbGEM-287466
barseq_0040,PBANKA_010550,PbGEM-327683
barseq_0040,PBANKA_111550,PbGEM-335115
barseq_0040,PBANKA_051750,PbGEM-329723
barseq_0040,PBANKA_041740,PbGEM-273242
barseq_0040,PBANKA_082180,PbGEM-285130
barseq_0040,PBANKA_132240,PbGEM-312917
barseq_0040,PBANKA_112930,PbGEM-335555
barseq_0040,PBANKA_092960,PbGEM-332931
barseq_0040,PBANKA_143560,PbGEM-322883
barseq_0040,PBANKA_123510,PbGEM-308354
barseq_0040,PBANKA_103490,PbGEM-334483
barseq_0040,PBANKA_133630,PbGEM-338403
barseq_0040,PBANKA_093990,PbGEM-291976
barseq_0040,PBANKA_123950,PbGEM-308769
barseq_0040,PBANKA_103950,PbGEM-297566
barseq_0040,PBANKA_135060,PbGEM-316611
barseq_0040,PBANKA_136540,PbGEM-318323
barseq_0040,PBANKA_081870,PbGEM-284858
barseq_0040,PBANKA_052310,PbGEM-276570
barseq_0040,PBANKA_143290,PbGEM-322491
barseq_0040,PBANKA_123270,PbGEM-307994
barseq_0040,PBANKA_145800,PbGEM-325811
barseq_0040,PBANKA_143200,PbGEM-322347
barseq_0040,PBANKA_094210,PbGEM-333267
barseq_0040,PBANKA_104010,PbGEM-342540
barseq_0040,PBANKA_135070,PbGEM-343164
barseq_0040,PBANKA_050320,PbGEM-329307
barseq_0040,PBANKA_140570,PbGEM-319187
barseq_0040,PBANKA_060570,PbGEM-277490
barseq_0040,PBANKA_070150,PbGEM-330523
barseq_0040,PBANKA_090430,PbGEM-332307
barseq_0040,PBANKA_120260,PbGEM-336139
barseq_0040,PBANKA_140530,PbGEM-319107
barseq_0040,PBANKA_080500,PbGEM-331347
barseq_0040,PBANKA_130940,PbGEM-337643
barseq_0040,PBANKA_051120,PbGEM-274946
barseq_0040,PBANKA_131250,PbGEM-337715
barseq_0040,PBANKA_130150,PbGEM-337395
barseq_0040,PBANKA_011120,PbGEM-327827
barseq_0040,PBANKA_071500,PbGEM-330939
barseq_0040,PBANKA_061450,PbGEM-278474
barseq_0040,PBANKA_130530,PbGEM-337515
barseq_0040,PBANKA_050840,PbGEM-274490
barseq_0040,PBANKA_031330,PbGEM-328667
barseq_0040,PBANKA_121410,PbGEM-305458
barseq_0040,PBANKA_052090,PbGEM-329835
barseq_0040,PBANKA_133030,PbGEM-313957
barseq_0040,PBANKA_123290,PbGEM-337035
barseq_0040,PBANKA_123750,PbGEM-308609
barseq_0040,PBANKA_040790,PbGEM-328955
barseq_0040,PBANKA_051680,PbGEM-329699
barseq_0040,PBANKA_112220,PbGEM-300531
barseq_0040,PBANKA_112790,PbGEM-335499
barseq_0040,PBANKA_113020,PbGEM-335611
barseq_0040,PBANKA_093720,PbGEM-333123
barseq_0040,PBANKA_134160,PbGEM-315381
barseq_0040,PBANKA_080520,PbGEM-283418
barseq_0040,PBANKA_111570,PbGEM-335131
barseq_0040,PBANKA_082110,PbGEM-285058
barseq_0040,PBANKA_082780,PbGEM-331875
barseq_0040,PBANKA_124080,PbGEM-308929
barseq_0040,PBANKA_051420,PbGEM-329659
barseq_0040,PBANKA_144330,PbGEM-323939
barseq_0040,PBANKA_010700,PbGEM-266891
barseq_0040,PBANKA_061410,PbGEM-330227
barseq_0040,PBANKA_070320,PbGEM-280258
barseq_0040,PBANKA_080400,PbGEM-331307
barseq_0040,PBANKA_090500,PbGEM-287538
barseq_0040,PBANKA_130510,PbGEM-310647
barseq_0040,PBANKA_120840,PbGEM-304706
barseq_0040,PBANKA_071070,PbGEM-330803
barseq_0040,PBANKA_031110,PbGEM-270658
barseq_0040,PBANKA_030150,PbGEM-269435
barseq_0040,PBANKA_030530,PbGEM-328475
barseq_0040,PBANKA_140680,PbGEM-319387
barseq_0040,PBANKA_130600,PbGEM-310775
barseq_0040,PBANKA_140940,PbGEM-319771
barseq_0040,PBANKA_120240,PbGEM-336123
barseq_0040,PBANKA_050360,PbGEM-273914
barseq_0040,PBANKA_040530,PbGEM-328875
barseq_0040,PBANKA_140130,PbGEM-339323
barseq_0040,PBANKA_090640,PbGEM-332339
barseq_0040,PBANKA_040770,PbGEM-328939
barseq_0040,PBANKA_070910,PbGEM-330763
barseq_0040,PBANKA_060840,PbGEM-277802
barseq_0040,PBANKA_131080,PbGEM-311359
barseq_0040,PBANKA_041390,PbGEM-272786
barseq_0040,PBANKA_071480,PbGEM-281826
barseq_0040,PBANKA_101310,PbGEM-333795
barseq_0040,PBANKA_101350,PbGEM-294400
barseq_0040,PBANKA_041750,PbGEM-273266
barseq_0040,PBANKA_121920,PbGEM-336627
barseq_0040,PBANKA_121990,PbGEM-306210
barseq_0040,PBANKA_040540,PbGEM-328883
barseq_0041,PBANKA_051090,PbGEM-329555
barseq_0041,PBANKA_031560,PbGEM-271178
barseq_0041,PBANKA_101560,PbGEM-333875
barseq_0041,PBANKA_051130,PbGEM-329563
barseq_0041,PBANKA_091160,PbGEM-288426
barseq_0041,PBANKA_061340,PbGEM-330211
barseq_0041,PBANKA_061380,PbGEM-330219
barseq_0041,PBANKA_071780,PbGEM-282170
barseq_0041,PBANKA_131830,PbGEM-312349
barseq_0041,PBANKA_061000,PbGEM-330123
barseq_0041,PBANKA_130910,PbGEM-311175
barseq_0041,PBANKA_080920,PbGEM-283850
barseq_0041,PBANKA_101500,PbGEM-294536
barseq_0041,PBANKA_110340,PbGEM-334707
barseq_0041,PBANKA_081920,PbGEM-284938
barseq_0041,PBANKA_123390,PbGEM-308170
barseq_0041,PBANKA_131110,PbGEM-311415
barseq_0041,PBANKA_062050,PbGEM-330371
barseq_0041,PBANKA_101370,PbGEM-333811
barseq_0041,PBANKA_142020,PbGEM-339859
barseq_0041,PBANKA_092450,PbGEM-289905
barseq_0041,PBANKA_123180,PbGEM-337011
barseq_0041,PBANKA_103390,PbGEM-334451
barseq_0041,PBANKA_093700,PbGEM-291616
barseq_0041,PBANKA_123720,PbGEM-337147
barseq_0041,PBANKA_113930,PbGEM-302666
barseq_0041,PBANKA_133830,PbGEM-314901
barseq_0041,PBANKA_103940,PbGEM-297550
barseq_0041,PBANKA_094360,PbGEM-292352
barseq_0041,PBANKA_135190,PbGEM-338851
barseq_0041,PBANKA_135910,PbGEM-317555
barseq_0041,PBANKA_122150,PbGEM-306442
barseq_0041,PBANKA_094080,PbGEM-292128
barseq_0041,PBANKA_145860,PbGEM-341035
barseq_0041,PBANKA_131930,PbGEM-312485
barseq_0041,PBANKA_142360,PbGEM-339955
barseq_0041,PBANKA_123420,PbGEM-308226
barseq_0041,PBANKA_134830,PbGEM-338787
barseq_0041,PBANKA_143880,PbGEM-323307
barseq_0041,PBANKA_124000,PbGEM-337195
barseq_0041,PBANKA_040090,PbGEM-328755
barseq_0041,PBANKA_120090,PbGEM-303602
barseq_0041,PBANKA_080160,PbGEM-331211
barseq_0041,PBANKA_030200,PbGEM-328379
barseq_0041,PBANKA_140210,PbGEM-339363
barseq_0041,PBANKA_100190,PbGEM-292680
barseq_0041,PBANKA_070260,PbGEM-280154
barseq_0041,PBANKA_050280,PbGEM-329291
barseq_0041,PBANKA_120280,PbGEM-303858
barseq_0041,PBANKA_110350,PbGEM-334715
barseq_0041,PBANKA_060340,PbGEM-277162
barseq_0041,PBANKA_010400,PbGEM-266435
barseq_0041,PBANKA_120410,PbGEM-336163
barseq_0041,PBANKA_140390,PbGEM-339435
barseq_0041,PBANKA_140140,PbGEM-339331
barseq_0041,PBANKA_120250,PbGEM-336131
barseq_0041,PBANKA_040290,PbGEM-271498
barseq_0041,PBANKA_040340,PbGEM-271546
barseq_0041,PBANKA_020390,PbGEM-267843
barseq_0041,PBANKA_010480,PbGEM-327651
barseq_0041,PBANKA_130110,PbGEM-337387
barseq_0041,PBANKA_090170,PbGEM-287082
barseq_0041,PBANKA_140220,PbGEM-318675
barseq_0041,PBANKA_040370,PbGEM-271578
barseq_0041,PBANKA_070460,PbGEM-280458
barseq_0041,PBANKA_020530,PbGEM-328003
barseq_0041,PBANKA_050590,PbGEM-329379
barseq_0041,PBANKA_130180,PbGEM-337403
barseq_0041,PBANKA_040360,PbGEM-328819
barseq_0041,PBANKA_110470,PbGEM-334779
barseq_0041,PBANKA_040490,PbGEM-328851
barseq_0041,PBANKA_050520,PbGEM-329355
barseq_0041,PBANKA_060540,PbGEM-277418
barseq_0041,PBANKA_070610,PbGEM-280674
barseq_0041,PBANKA_080110,PbGEM-282906
barseq_0041,PBANKA_140350,PbGEM-339411
barseq_0041,PBANKA_130400,PbGEM-310447
barseq_0041,PBANKA_050530,PbGEM-329363
barseq_0041,PBANKA_070310,PbGEM-330563
barseq_0041,PBANKA_080370,PbGEM-331291
barseq_0041,PBANKA_090630,PbGEM-287706
barseq_0041,PBANKA_070640,PbGEM-330699
barseq_0041,PBANKA_020680,PbGEM-268219
barseq_0041,PBANKA_020710,PbGEM-268283
barseq_0041,PBANKA_140690,PbGEM-339523
barseq_0041,PBANKA_020750,PbGEM-268323
barseq_0041,PBANKA_120810,PbGEM-336275
barseq_0041,PBANKA_020810,PbGEM-268427
barseq_0041,PBANKA_090810,PbGEM-332379
barseq_0041,PBANKA_060780,PbGEM-330083
barseq_0041,PBANKA_100370,PbGEM-333475
barseq_0041,PBANKA_110520,PbGEM-298429
barseq_0041,PBANKA_050540,PbGEM-274138
barseq_0041,PBANKA_020620,PbGEM-268147
barseq_0041,PBANKA_080480,PbGEM-283330
barseq_0041,PBANKA_090690,PbGEM-332355
barseq_0042,PBANKA_110740,PbGEM-298685
barseq_0042,PBANKA_120850,PbGEM-304722
barseq_0042,PBANKA_100430,PbGEM-333491
barseq_0042,PBANKA_100600,PbGEM-333547
barseq_0042,PBANKA_130710,PbGEM-310911
barseq_0042,PBANKA_140840,PbGEM-319555
barseq_0042,PBANKA_080730,PbGEM-283610
barseq_0042,PBANKA_110950,PbGEM-298917
barseq_0042,PBANKA_020960,PbGEM-328107
barseq_0042,PBANKA_110970,PbGEM-334963
barseq_0042,PBANKA_121050,PbGEM-304914
barseq_0042,PBANKA_031050,PbGEM-328595
barseq_0042,PBANKA_050970,PbGEM-329507
barseq_0042,PBANKA_021070,PbGEM-268787
barseq_0042,PBANKA_011130,PbGEM-327835
barseq_0042,PBANKA_090970,PbGEM-288154
barseq_0042,PBANKA_060970,PbGEM-277914
barseq_0042,PBANKA_011030,PbGEM-267219
barseq_0042,PBANKA_130490,PbGEM-310607
barseq_0042,PBANKA_010640,PbGEM-327731
barseq_0042,PBANKA_040810,PbGEM-272106
barseq_0042,PBANKA_010870,PbGEM-327795
barseq_0042,PBANKA_060870,PbGEM-277810
barseq_0042,PBANKA_010690,PbGEM-327747
barseq_0042,PBANKA_020780,PbGEM-268363
barseq_0042,PBANKA_090820,PbGEM-288018
barseq_0042,PBANKA_030940,PbGEM-328563
barseq_0042,PBANKA_120950,PbGEM-304778
barseq_0042,PBANKA_080750,PbGEM-331427
barseq_0042,PBANKA_140970,PbGEM-339603
barseq_0042,PBANKA_100890,PbGEM-333635
barseq_0042,PBANKA_031120,PbGEM-270674
barseq_0042,PBANKA_100940,PbGEM-333651
barseq_0042,PBANKA_141070,PbGEM-319915
barseq_0042,PBANKA_071180,PbGEM-330843
barseq_0042,PBANKA_121200,PbGEM-336387
barseq_0042,PBANKA_021120,PbGEM-268851
barseq_0042,PBANKA_051040,PbGEM-274834
barseq_0042,PBANKA_021220,PbGEM-328203
barseq_0042,PBANKA_070560,PbGEM-330659
barseq_0042,PBANKA_010670,PbGEM-266835
barseq_0042,PBANKA_050950,PbGEM-329499
barseq_0042,PBANKA_031300,PbGEM-328659
barseq_0042,PBANKA_111250,PbGEM-299283
barseq_0042,PBANKA_131100,PbGEM-311399
barseq_0042,PBANKA_111290,PbGEM-299347
barseq_0042,PBANKA_141120,PbGEM-319995
barseq_0042,PBANKA_071280,PbGEM-281650
barseq_0042,PBANKA_071340,PbGEM-281754
barseq_0042,PBANKA_080880,PbGEM-283810
barseq_0042,PBANKA_061150,PbGEM-330163
barseq_0042,PBANKA_131050,PbGEM-311343
barseq_0042,PBANKA_141010,PbGEM-339627
barseq_0042,PBANKA_041140,PbGEM-272418
barseq_0042,PBANKA_141240,PbGEM-320099
barseq_0042,PBANKA_021240,PbGEM-328211
barseq_0042,PBANKA_091220,PbGEM-332507
barseq_0042,PBANKA_051290,PbGEM-275146
barseq_0042,PBANKA_081230,PbGEM-284074
barseq_0042,PBANKA_111450,PbGEM-299483
barseq_0042,PBANKA_061390,PbGEM-278434
barseq_0042,PBANKA_061440,PbGEM-278458
barseq_0042,PBANKA_051510,PbGEM-329667
barseq_0042,PBANKA_101340,PbGEM-294384
barseq_0042,PBANKA_111590,PbGEM-335139
barseq_0042,PBANKA_111640,PbGEM-299675
barseq_0042,PBANKA_081140,PbGEM-331499
barseq_0042,PBANKA_061350,PbGEM-278370
barseq_0042,PBANKA_051260,PbGEM-275090
barseq_0042,PBANKA_091320,PbGEM-332539
barseq_0042,PBANKA_100440,PbGEM-293128
barseq_0042,PBANKA_120970,PbGEM-336299
barseq_0042,PBANKA_101150,PbGEM-333739
barseq_0042,PBANKA_141250,PbGEM-339707
barseq_0042,PBANKA_041420,PbGEM-272842
barseq_0042,PBANKA_061530,PbGEM-330259
barseq_0042,PBANKA_131450,PbGEM-311797
barseq_0042,PBANKA_081410,PbGEM-331555
barseq_0042,PBANKA_141640,PbGEM-339771
barseq_0042,PBANKA_111820,PbGEM-335187
barseq_0042,PBANKA_131610,PbGEM-312029
barseq_0042,PBANKA_141800,PbGEM-320763
barseq_0042,PBANKA_111850,PbGEM-335203
barseq_0042,PBANKA_081780,PbGEM-284722
barseq_0042,PBANKA_091400,PbGEM-332563
barseq_0042,PBANKA_101430,PbGEM-294480
barseq_0042,PBANKA_131520,PbGEM-311925
barseq_0042,PBANKA_111900,PbGEM-335219
barseq_0042,PBANKA_121790,PbGEM-336587
barseq_0042,PBANKA_091490,PbGEM-288897
barseq_0042,PBANKA_051610,PbGEM-275594
barseq_0042,PBANKA_081470,PbGEM-284402
barseq_0042,PBANKA_101570,PbGEM-333883
barseq_0042,PBANKA_141790,PbGEM-339803
barseq_0042,PBANKA_131630,PbGEM-337811
barseq_0042,PBANKA_142050,PbGEM-339875
barseq_0043,PBANKA_092040,PbGEM-332715
barseq_0043,PBANKA_142120,PbGEM-321139
barseq_0043,PBANKA_092100,PbGEM-289585
barseq_0043,PBANKA_122260,PbGEM-336731
barseq_0043,PBANKA_131440,PbGEM-337755
barseq_0043,PBANKA_031410,PbGEM-271066
barseq_0043,PBANKA_061730,PbGEM-278994
barseq_0043,PBANKA_091780,PbGEM-289257
barseq_0043,PBANKA_061870,PbGEM-279226
barseq_0043,PBANKA_112080,PbGEM-300323
barseq_0043,PBANKA_132040,PbGEM-337955
barseq_0043,PBANKA_102100,PbGEM-295238
barseq_0043,PBANKA_101780,PbGEM-333955
barseq_0043,PBANKA_112150,PbGEM-300427
barseq_0043,PBANKA_062110,PbGEM-279554
barseq_0043,PBANKA_061650,PbGEM-278882
barseq_0043,PBANKA_081800,PbGEM-331659
barseq_0043,PBANKA_112050,PbGEM-335267
barseq_0043,PBANKA_122140,PbGEM-336691
barseq_0043,PBANKA_132130,PbGEM-312733
barseq_0043,PBANKA_102380,PbGEM-334083
barseq_0043,PBANKA_142540,PbGEM-321611
barseq_0043,PBANKA_142570,PbGEM-321643
barseq_0043,PBANKA_082540,PbGEM-259556
barseq_0043,PBANKA_081850,PbGEM-331675
barseq_0043,PBANKA_102120,PbGEM-295270
barseq_0043,PBANKA_142340,PbGEM-339947
barseq_0043,PBANKA_082220,PbGEM-285178
barseq_0043,PBANKA_122400,PbGEM-336763
barseq_0043,PBANKA_102450,PbGEM-295694
barseq_0043,PBANKA_061930,PbGEM-279306
barseq_0043,PBANKA_142080,PbGEM-339899
barseq_0043,PBANKA_101580,PbGEM-333891
barseq_0043,PBANKA_052200,PbGEM-276450
barseq_0043,PBANKA_112380,PbGEM-300667
barseq_0043,PBANKA_102220,PbGEM-295406
barseq_0043,PBANKA_062280,PbGEM-279810
barseq_0043,PBANKA_102400,PbGEM-334099
barseq_0043,PBANKA_142790,PbGEM-321795
barseq_0043,PBANKA_092710,PbGEM-290304
barseq_0043,PBANKA_132750,PbGEM-313605
barseq_0043,PBANKA_092470,PbGEM-332795
barseq_0043,PBANKA_082700,PbGEM-285682
barseq_0043,PBANKA_132840,PbGEM-313709
barseq_0043,PBANKA_052210,PbGEM-329851
barseq_0043,PBANKA_082920,PbGEM-285930
barseq_0043,PBANKA_082250,PbGEM-285202
barseq_0043,PBANKA_112730,PbGEM-335483
barseq_0043,PBANKA_122780,PbGEM-307298
barseq_0043,PBANKA_103020,PbGEM-334307
barseq_0043,PBANKA_103120,PbGEM-296526
barseq_0043,PBANKA_103140,PbGEM-296542
barseq_0043,PBANKA_103200,PbGEM-334347
barseq_0043,PBANKA_093330,PbGEM-291160
barseq_0043,PBANKA_103280,PbGEM-296766
barseq_0043,PBANKA_133260,PbGEM-338307
barseq_0043,PBANKA_143070,PbGEM-322179
barseq_0043,PBANKA_143110,PbGEM-340115
barseq_0043,PBANKA_143380,PbGEM-340179
barseq_0043,PBANKA_132650,PbGEM-338131
barseq_0043,PBANKA_142840,PbGEM-321907
barseq_0043,PBANKA_103100,PbGEM-296510
barseq_0043,PBANKA_123190,PbGEM-307834
barseq_0043,PBANKA_132860,PbGEM-313741
barseq_0043,PBANKA_143330,PbGEM-322563
barseq_0043,PBANKA_123060,PbGEM-336955
barseq_0043,PBANKA_103050,PbGEM-296422
barseq_0043,PBANKA_103380,PbGEM-334443
barseq_0043,PBANKA_093550,PbGEM-333099
barseq_0043,PBANKA_123550,PbGEM-308386
barseq_0043,PBANKA_133700,PbGEM-338427
barseq_0043,PBANKA_123460,PbGEM-308290
barseq_0043,PBANKA_093640,PbGEM-291520
barseq_0043,PBANKA_133750,PbGEM-338459
barseq_0043,PBANKA_143780,PbGEM-323179
barseq_0043,PBANKA_113800,PbGEM-302450
barseq_0043,PBANKA_113660,PbGEM-302282
barseq_0043,PBANKA_122500,PbGEM-111674
barseq_0043,PBANKA_135150,PbGEM-111682
barseq_0043,PBANKA_091210,PbGEM-111738
barseq_0043,PBANKA_090110,PbGEM-111746
barseq_0043,PBANKA_031140,PbGEM-111762
barseq_0043,PBANKA_090380,PbGEM-111794
barseq_0043,PBANKA_130920,PbGEM-104970
barseq_0043,PBANKA_112690,PbGEM-099789
barseq_0043,PBANKA_083560,PbGEM-028140
barseq_0043,PBANKA_135090,PbGEM-250625
barseq_0043,PBANKA_080560,PbGEM-236212
barseq_0043,PBANKA_080800,PbGEM-236773
barseq_0043,PBANKA_093860,PbGEM-240960
barseq_0043,PBANKA_093300,PbGEM-072518
barseq_0043,PBANKA_092520,PbGEM-342276
barseq_0043,PBANKA_144300,PbGEM-340483
,,
barseq_0051,PBANKA_083170,PbGEM-260028
barseq_0051,PBANKA_134300,PbGEM-343124
barseq_0051,PBANKA_040460,PbGEM-228894
barseq_0051,PBANKA_082090,PbGEM-239778
barseq_0051,PBANKA_146060,PbGEM-071005
barseq_0051,PBANKA_070700,PbGEM-088924
barseq_0051,PBANKA_093290,PbGEM-032706
barseq_0051,PBANKA_142880,PbGEM-111006
barseq_0051,PBANKA_041690,PbGEM-231102
barseq_0051,PBANKA_051500,PbGEM-015561
barseq_0051,PBANKA_135970,PbGEM-343204
barseq_0051,PBANKA_081120,PbGEM-237397
barseq_0051,PBANKA_121690,PbGEM-248306
barseq_0051,PBANKA_070100,PbGEM-232966
barseq_0051,PBANKA_114130,PbGEM-100931
barseq_0051,PBANKA_071830,PbGEM-265612
barseq_0051,PBANKA_030260,PbGEM-009087
barseq_0051,PBANKA_082230,PbGEM-259332
barseq_0051,PBANKA_051100,PbGEM-015012
barseq_0051,PBANKA_051140,PbGEM-231569
barseq_0051,PBANKA_103440,PbGEM-039254
barseq_0051,PBANKA_092660,PbGEM-121290
barseq_0051,PBANKA_030240,PbGEM-083023
barseq_0051,PBANKA_140170,PbGEM-343220
barseq_0051,PBANKA_143080,PbGEM-111172
barseq_0051,PBANKA_113380,PbGEM-245693
barseq_0051,PBANKA_142750,PbGEM-254500
barseq_0051,PBANKA_142220,PbGEM-065359
barseq_0051,PBANKA_130520,PbGEM-053796
barseq_0051,PBANKA_092970,PbGEM-238659
barseq_0051,PBANKA_134800,PbGEM-249320
barseq_0051,PBANKA_142310,PbGEM-065482
barseq_0051,PBANKA_103780,PbGEM-097822
barseq_0051,PBANKA_081600,PbGEM-342124
barseq_0051,PBANKA_090140,PbGEM-092506
barseq_0051,PBANKA_102020,PbGEM-263492
barseq_0051,PBANKA_081760,PbGEM-238901
barseq_0051,PBANKA_040670,PbGEM-229398
barseq_0051,PBANKA_145700,PbGEM-264860
barseq_0051,PBANKA_131070,PbGEM-342996
barseq_0051,PBANKA_123490,PbGEM-261356
barseq_0051,PBANKA_112620,PbGEM-043765
barseq_0051,PBANKA_143870,PbGEM-257534
barseq_0051,PBANKA_070210,PbGEM-343476
barseq_0051,PBANKA_061610,PbGEM-234590
barseq_0051,PBANKA_051770,PbGEM-264508
barseq_0051,PBANKA_132910,PbGEM-057101
barseq_0051,PBANKA_050690,PbGEM-230990
barseq_0051,PBANKA_121240,PbGEM-247010
barseq_0051,PBANKA_141910,PbGEM-110413
barseq_0051,PBANKA_144400,PbGEM-258421
,,
barseq_0052,PBANKA_020970,PbGEM-082477
barseq_0052,PBANKA_110760,PbGEM-265060
barseq_0052,PBANKA_082750,PbGEM-026953
barseq_0052,PBANKA_142270,PbGEM-065418
barseq_0052,PBANKA_031270,PbGEM-229846
barseq_0052,PBANKA_090870,PbGEM-029428
barseq_0052,PBANKA_112780,PbGEM-248353
barseq_0052,PBANKA_071390,PbGEM-022249
barseq_0052,PBANKA_082350,PbGEM-026453
barseq_0052,PBANKA_021230,PbGEM-227009
barseq_0052,PBANKA_093390,PbGEM-032866
barseq_0052,PBANKA_102970,PbGEM-241496
barseq_0052,PBANKA_140410,PbGEM-062848
barseq_0052,PBANKA_091870,PbGEM-030788
barseq_0052,PBANKA_143400,PbGEM-256341
barseq_0052,PBANKA_040220,PbGEM-341828
barseq_0052,PBANKA_082100,PbGEM-239805
barseq_0052,PBANKA_051490,PbGEM-015545
barseq_0052,PBANKA_051520,PbGEM-086151
barseq_0052,PBANKA_103360,PbGEM-242532
barseq_0052,PBANKA_141050,PbGEM-063795
barseq_0052,PBANKA_093850,PbGEM-033491
barseq_0052,PBANKA_091820,PbGEM-093581
barseq_0052,PBANKA_122100,PbGEM-049404
barseq_0052,PBANKA_113950,PbGEM-247352
barseq_0052,PBANKA_021140,PbGEM-082644
barseq_0052,PBANKA_081680,PbGEM-238655
barseq_0052,PBANKA_123740,PbGEM-261516
barseq_0052,PBANKA_021420,PbGEM-008620
barseq_0052,PBANKA_144490,PbGEM-258539
barseq_0052,PBANKA_061520,PbGEM-087803
barseq_0052,PBANKA_041010,PbGEM-230013
barseq_0052,PBANKA_103010,PbGEM-296382
barseq_0052,PBANKA_143860,PbGEM-264852
barseq_0052,PBANKA_144690,PbGEM-256413
barseq_0052,PBANKA_081420,PbGEM-342108
barseq_0052,PBANKA_121800,PbGEM-048959
barseq_0052,PBANKA_135620,PbGEM-108389
barseq_0052,PBANKA_121010,PbGEM-246270
barseq_0052,PBANKA_091660,PbGEM-239300
barseq_0052,PBANKA_071010,PbGEM-021746
barseq_0052,PBANKA_082030,PbGEM-239637
barseq_0052,PBANKA_050230,PbGEM-341908
barseq_0052,PBANKA_142530,PbGEM-343316
barseq_0052,PBANKA_142700,PbGEM-066015
barseq_0052,PBANKA_030970,PbGEM-270434
barseq_0052,PBANKA_134600,PbGEM-264468
barseq_0052,PBANKA_101080,PbGEM-342412
barseq_0052,PBANKA_132090,PbGEM-253918
barseq_0052,PBANKA_071470,PbGEM-235725
barseq_0052,PBANKA_050170,PbGEM-341900
,,
barseq_0053,PBANKA_121370,PbGEM-048376
barseq_0053,PBANKA_082380,PbGEM-342140
barseq_0053,PBANKA_040820,PbGEM-111826
barseq_0053,PBANKA_135960,PbGEM-061442
barseq_0053,PBANKA_122030,PbGEM-102772
barseq_0053,PBANKA_130620,PbGEM-053942
