gene,csome,start,end,strand
PBANKA_1329600,13,1195320,1201667,reverse
PBANKA_1329700,13,1206349,1210225,forward
PBANKA_1329800,13,1211715,1214546,reverse
PBANKA_1329900,13,1220891,1221968,forward
PBANKA_1330000,13,1222267,1223088,reverse
PBANKA_1330100,13,1224780,1225995,forward
PBANKA_1330200,13,1226866,1229535,forward
PBANKA_1330300,13,1230764,1234005,forward
PBANKA_1330400,13,1234770,1236170,reverse
PBANKA_1330500,13,1237112,1238737,forward
PBANKA_1330600,13,1239374,1240861,forward
PBANKA_1330700,13,1241011,1241910,reverse
PBANKA_1330800,13,1243012,1244547,forward
PBANKA_1330900,13,1245223,1247754,reverse
PBANKA_1331000,13,1249336,1249880,forward
PBANKA_1331100,13,1250556,1251229,forward
PBANKA_1331200,13,1253367,1258303,forward
PBANKA_1331300,13,1259652,1266372,forward
PBANKA_1331400,13,1267906,1275777,reverse
PBANKA_1331500,13,1280813,1281442,forward
PBANKA_1331600,13,1282250,1283281,forward
PBANKA_1331700,13,1287105,1289330,forward
PBANKA_1331800,13,1290040,1291404,reverse
PBANKA_1331900,13,1297871,1299452,forward
PBANKA_1332000,13,1300801,1302894,reverse
PBANKA_1332100,13,1304331,1306670,reverse
PBANKA_1332200,13,1308686,1309180,reverse
PBANKA_1332300,13,1310432,1311193,forward
PBANKA_1332400,13,1312038,1313126,reverse
PBANKA_1332500,13,1314511,1315275,reverse
PBANKA_1332600,13,1316699,1318807,reverse
PBANKA_1332700,13,1320718,1323865,forward
PBANKA_1332800,13,1326375,1335790,forward
PBANKA_1332900,13,1337315,1337971,forward
PBANKA_1333000,13,1338182,1339172,reverse
PBANKA_1333100,13,1339257,1340787,forward
PBANKA_1333200,13,1341074,1341953,reverse
PBANKA_1333300,13,1342680,1349371,forward
PBANKA_1333400,13,1349350,1350186,reverse
PBANKA_1333500,13,1351136,1351477,forward
PBANKA_1333600,13,1351980,1352732,reverse
PBANKA_1333700,13,1354705,1357756,forward
PBANKA_1333800,13,1359089,1360276,reverse
PBANKA_1333900,13,1361327,1363060,forward
PBANKA_1334000,13,1363481,1366922,reverse
PBANKA_1334100,13,1369072,1369897,forward
PBANKA_1334200,13,1371501,1372985,forward
PBANKA_1334300,13,1374381,1375409,reverse
PBANKA_1334400,13,1378635,1381118,forward
PBANKA_1334500,13,1381432,1383536,reverse
PBANKA_1334600,13,1384867,1386372,reverse
PBANKA_1334700,13,1387148,1389264,reverse
PBANKA_1334800,13,1390977,1394522,forward
PBANKA_1334900,13,1394663,1397173,forward
PBANKA_1335000,13,1397757,1398635,forward
PBANKA_1335100,13,1399273,1405343,reverse
PBANKA_1335200,13,1405973,1407102,forward
PBANKA_1335300,13,1407099,1408783,reverse
PBANKA_1335400,13,1410051,1415243,forward
PBANKA_1335500,13,1416188,1418832,forward
PBANKA_1335600,13,1419071,1422732,forward
PBANKA_1335700,13,1422929,1423774,reverse
PBANKA_1335800,13,1424286,1426517,reverse
PBANKA_1335900,13,1427819,1430236,forward
PBANKA_1336000,13,1430577,1432403,reverse
PBANKA_1336100,13,1433272,1434357,forward
PBANKA_1336200,13,1434652,1435101,reverse
PBANKA_1336300,13,1435868,1437867,reverse
PBANKA_1336400,13,1440388,1441296,forward
PBANKA_1336500,13,1442176,1445554,forward
PBANKA_1336600,13,1447371,1449359,forward
PBANKA_1336700,13,1450730,1452553,reverse
PBANKA_1336800,13,1453761,1454096,reverse
PBANKA_1336900,13,1455403,1456929,reverse
PBANKA_1337000,13,1458519,1460354,forward
PBANKA_1337100,13,1462285,1464511,forward
PBANKA_1337200,13,1467357,1468493,forward
PBANKA_1337300,13,1470435,1471424,reverse
PBANKA_1337400,13,1472376,1474420,forward
PBANKA_1337500,13,1476711,1487850,forward
PBANKA_1337600,13,1488721,1492931,reverse
PBANKA_1337700,13,1494951,1496154,forward
PBANKA_1337800,13,1496617,1499398,forward
PBANKA_1337900,13,1500092,1501162,reverse
PBANKA_1338000,13,1502429,1502912,forward
PBANKA_1338100,13,1503446,1505736,forward
PBANKA_1338200,13,1505883,1506668,reverse
PBANKA_1338300,13,1507556,1508688,reverse
PBANKA_1338400,13,1510613,1511278,reverse
PBANKA_1338500,13,1512852,1513862,forward
PBANKA_1338600,13,1514273,1515411,reverse
PBANKA_1338700,13,1517696,1519252,forward
PBANKA_1338800,13,1520556,1521872,forward
PBANKA_1338900,13,1524226,1525413,forward
PBANKA_1339000,13,1526440,1529499,reverse
PBANKA_1339100,13,1530096,1531049,forward
PBANKA_1339200,13,1531222,1534566,reverse
PBANKA_1339300,13,1538138,1539700,forward
PBANKA_1339400,13,1540154,1541720,reverse
PBANKA_1339500,13,1542495,1555657,reverse
PBANKA_1339600,13,1556821,1558103,forward
PBANKA_1339700,13,1558715,1562887,reverse
PBANKA_1339800,13,1563423,1567067,forward
PBANKA_1339900,13,1568061,1568824,forward
PBANKA_1340000,13,1569876,1571576,reverse
PBANKA_1340100,13,1573731,1574681,forward
PBANKA_1340200,13,1575349,1575582,reverse
PBANKA_1340300,13,1577107,1578399,reverse
PBANKA_1340400,13,1580511,1581990,reverse
PBANKA_1340500,13,1584925,1594872,forward
PBANKA_1340600,13,1595491,1597771,forward
PBANKA_1340700,13,1598522,1599123,forward
PBANKA_1340800,13,1599346,1600001,reverse
PBANKA_1340900,13,1601890,1606398,forward
PBANKA_1341000,13,1607083,1614430,reverse
PBANKA_1341100,13,1616126,1617082,reverse
PBANKA_1341200,13,1618087,1619583,forward
PBANKA_1341300,13,1619947,1622076,forward
PBANKA_1341400,13,1622276,1623298,reverse
PBANKA_1341500,13,1624235,1626054,reverse
PBANKA_1341600,13,1627016,1629431,reverse
PBANKA_1341700,13,1630212,1636226,reverse
PBANKA_1341800,13,1638513,1650771,forward
PBANKA_1341900,13,1653006,1654523,forward
PBANKA_1342000,13,1655232,1656482,reverse
PBANKA_1342100,13,1657055,1660303,reverse
PBANKA_1342200,13,1660991,1664153,reverse
PBANKA_1342300.1,13,1665037,1667152,reverse
PBANKA_1342300.2,13,1664518,1667152,reverse
PBANKA_1342400,13,1668285,1669004,forward
PBANKA_1342500,13,1670427,1674992,forward
PBANKA_1342600,13,1676023,1676904,reverse
PBANKA_1342700,13,1678187,1681021,forward
PBANKA_1342800,13,1681989,1682675,forward
PBANKA_1342900,13,1683389,1684222,reverse
PBANKA_1343000,13,1686716,1688350,forward
PBANKA_1343100,13,1689344,1690451,forward
PBANKA_1343200,13,1694971,1701888,reverse
PBANKA_1343300,13,1704744,1705556,forward
PBANKA_1343400,13,1707170,1714900,forward
PBANKA_1343500,13,1716313,1717629,reverse
PBANKA_1343600,13,1720067,1721329,reverse
PBANKA_1343700,13,1722672,1724798,reverse
PBANKA_1343750,13,1725783,1726053,forward
PBANKA_1343800,13,1727224,1728060,forward
PBANKA_1343900,13,1728182,1729360,reverse
PBANKA_1344000,13,1730464,1736835,reverse
PBANKA_1344100,13,1738325,1744700,reverse
PBANKA_1344200,13,1746726,1747716,reverse
PBANKA_1344300,13,1748760,1750301,reverse
PBANKA_1344400,13,1753272,1756223,forward
PBANKA_1344500,13,1759285,1765703,forward
PBANKA_1344600,13,1766660,1767601,reverse
PBANKA_1344700,13,1769897,1771189,reverse
PBANKA_1344800,13,1773581,1776733,forward
PBANKA_1344900,13,1777311,1778891,forward
PBANKA_1345000,13,1779773,1781281,forward
PBANKA_1345100,13,1781890,1782468,forward
PBANKA_1345200,13,1782727,1783606,forward
PBANKA_1345300,13,1783851,1785783,reverse
PBANKA_1345400,13,1787180,1788565,reverse
PBANKA_1345500,13,1791036,1792766,forward
PBANKA_1345600,13,1792968,1794401,reverse
PBANKA_1345700,13,1795567,1797977,forward
PBANKA_1345800,13,1799413,1801306,forward
PBANKA_1345850,13,1799603,1799682,forward
PBANKA_1345900,13,1801937,1803580,reverse
PBANKA_1346000,13,1804090,1808391,reverse
PBANKA_1346100,13,1809475,1810341,forward
PBANKA_1346200,13,1811864,1812666,forward
PBANKA_1346300,13,1813484,1814890,forward
PBANKA_1346400,13,1815890,1817338,forward
PBANKA_1346500,13,1817750,1818857,reverse
PBANKA_1346600,13,1819869,1822427,reverse
PBANKA_1346700,13,1823997,1824898,forward
PBANKA_1346750,13,1824264,1824347,forward
PBANKA_1346800,13,1825868,1827226,reverse
PBANKA_1346900,13,1828721,1830316,forward
PBANKA_1347000,13,1831422,1834692,forward
PBANKA_1347100,13,1835400,1835861,forward
PBANKA_1347200,13,1836200,1838230,reverse
PBANKA_1347300,13,1838981,1839619,forward
PBANKA_1347400,13,1839721,1841250,reverse
PBANKA_1347500,13,1842301,1843755,reverse
PBANKA_1347600,13,1845542,1846285,forward
PBANKA_1347700,13,1847517,1851344,reverse
PBANKA_1347800,13,1852237,1853795,forward
PBANKA_1347900,13,1854991,1859811,forward
PBANKA_1348000,13,1860188,1860832,reverse
PBANKA_1348100,13,1861638,1862333,forward
PBANKA_1348200,13,1863154,1864251,forward
PBANKA_1348300,13,1864641,1868111,reverse
PBANKA_1348400,13,1869440,1869940,reverse
PBANKA_1348500,13,1871581,1872321,forward
PBANKA_1348600,13,1873457,1877175,forward
PBANKA_1348700,13,1877806,1879176,reverse
PBANKA_1348800,13,1880710,1883367,reverse
PBANKA_1348900,13,1885662,1887191,forward
PBANKA_1349000,13,1887778,1888803,reverse
PBANKA_1349100,13,1889651,1890658,reverse
PBANKA_1349200,13,1892501,1893355,reverse
PBANKA_1349300,13,1895213,1895884,reverse
PBANKA_1349400,13,1897644,1899363,forward
PBANKA_1349500,13,1900323,1901511,forward
PBANKA_1349600,13,1901875,1906029,reverse
PBANKA_1349700,13,1906529,1908571,forward
PBANKA_1349800,13,1909187,1911007,reverse
PBANKA_1349900,13,1914016,1915614,forward
PBANKA_1350000,13,1916350,1917178,forward
PBANKA_1350100,13,1918132,1919443,forward
PBANKA_1350200,13,1919959,1921035,forward
PBANKA_1350300,13,1921395,1923539,reverse
PBANKA_1350350,13,1922971,1923065,reverse
PBANKA_1350400,13,1924303,1925027,forward
PBANKA_1350500,13,1925576,1925941,reverse
PBANKA_1350600,13,1928431,1929498,forward
PBANKA_1350700,13,1929923,1932148,reverse
PBANKA_1350800,13,1932749,1935740,reverse
PBANKA_1350900,13,1936539,1938370,forward
PBANKA_1351000,13,1938994,1942086,forward
PBANKA_1351100,13,1943650,1946255,forward
PBANKA_1351200,13,1947163,1949309,forward
PBANKA_1351300,13,1949840,1955434,reverse
PBANKA_1351351,13,1959966,1960047,reverse
PBANKA_1351400,13,1961107,1963305,forward
PBANKA_1351500,13,1963534,1965222,reverse
PBANKA_1351600,13,1968153,1968965,forward
PBANKA_1351700,13,1969601,1973333,forward
PBANKA_1351800,13,1974875,1976467,forward
PBANKA_1351900,13,1977083,1977778,reverse
PBANKA_1352000,13,1980669,1982131,forward
PBANKA_1352100,13,1982644,1984750,reverse
PBANKA_1352200,13,1985909,1988038,forward
PBANKA_1352300,13,1988207,1990754,reverse
PBANKA_1352400,13,1991854,1993743,reverse
PBANKA_1352500,13,1995817,1998585,reverse
PBANKA_1352600,13,1999499,2002213,reverse
PBANKA_1352621,13,2003811,2003882,forward
PBANKA_1352641,13,2004595,2004666,reverse
PBANKA_1352700,13,2009594,2010409,forward
PBANKA_1352800,13,2011751,2012404,reverse
PBANKA_1352900,13,2012998,2013888,reverse
PBANKA_1353000,13,2014354,2015934,forward
PBANKA_1353100,13,2016536,2021449,reverse
PBANKA_1353200,13,2022691,2022921,reverse
PBANKA_1353300,13,2024359,2026788,forward
PBANKA_1353400,13,2027675,2030113,reverse
PBANKA_1353500,13,2031097,2031942,reverse
PBANKA_1353600,13,2032423,2032599,reverse
PBANKA_1353700,13,2033551,2036082,forward
PBANKA_1353800,13,2037043,2038805,reverse
PBANKA_1353900,13,2039895,2043275,reverse
PBANKA_1354000,13,2044110,2045477,reverse
PBANKA_1354100,13,2046599,2047902,reverse
PBANKA_1354200,13,2049916,2050462,forward
PBANKA_1354300,13,2053019,2054832,forward
PBANKA_1354351,13,2056238,2056311,forward
PBANKA_1354380,13,2056727,2056834,reverse
PBANKA_1354400,13,2057616,2058441,reverse
PBANKA_1354500,13,2060347,2061576,forward
PBANKA_1354550,13,2060965,2061052,forward
PBANKA_1354600,13,2063078,2064532,forward
PBANKA_1354700,13,2065596,2067893,forward
PBANKA_1354800,13,2068642,2069359,forward
PBANKA_1354900,13,2069932,2071317,reverse
PBANKA_1355000,13,2072685,2073843,reverse
PBANKA_1355100,13,2075849,2076781,reverse
PBANKA_1355200,13,2080247,2082991,forward
PBANKA_1355300,13,2083696,2086425,reverse
PBANKA_1355400,13,2087450,2088238,forward
PBANKA_1355500,13,2089517,2090765,reverse
PBANKA_1355600,13,2092533,2093850,reverse
PBANKA_1355700,13,2096350,2099045,forward
PBANKA_1355800,13,2099681,2100123,reverse
PBANKA_1355900,13,2101901,2103613,forward
PBANKA_1356000,13,2104485,2115638,reverse
PBANKA_1356100,13,2117704,2118747,reverse
PBANKA_1356200,13,2122254,2123813,forward
PBANKA_1356300,13,2125353,2128220,reverse
PBANKA_1356400,13,2130499,2135067,forward
PBANKA_1356500,13,2136029,2137346,forward
PBANKA_1356600,13,2137624,2139339,reverse
PBANKA_1356700,13,2140438,2142654,reverse
PBANKA_1356800,13,2144956,2166336,reverse
PBANKA_1356900,13,2168520,2170367,forward
PBANKA_1357000,13,2171309,2173864,forward
PBANKA_1357100,13,2175544,2177731,forward
PBANKA_1357200,13,2179879,2182632,forward
PBANKA_1357300,13,2185287,2188451,reverse
PBANKA_1357400,13,2192165,2193374,reverse
PBANKA_1357500,13,2194101,2195492,forward
PBANKA_1357600,13,2195952,2199455,reverse
PBANKA_1357700,13,2200701,2202043,forward
PBANKA_1357800,13,2205086,2209312,forward
PBANKA_1357900,13,2210482,2212833,forward
PBANKA_1358000,13,2212894,2214108,reverse
PBANKA_1358100,13,2215383,2216990,reverse
PBANKA_1358200,13,2218021,2218749,reverse
PBANKA_1358300,13,2219890,2224638,reverse
PBANKA_1358400,13,2226697,2227527,forward
PBANKA_1358500,13,2229752,2231151,forward
PBANKA_1358600,13,2232093,2233502,reverse
PBANKA_1358700,13,2235535,2238486,forward
PBANKA_1358800,13,2238972,2240537,reverse
PBANKA_1358900,13,2241717,2244053,reverse
PBANKA_1359000,13,2246901,2248738,forward
PBANKA_1359100,13,2249696,2250199,reverse
PBANKA_1359200,13,2252091,2253046,forward
PBANKA_1359300,13,2254442,2270746,forward
PBANKA_1359400,13,2271719,2273401,forward
PBANKA_1359500,13,2273765,2274454,reverse
PBANKA_1359600,13,2275355,2276722,reverse
PBANKA_1359700,13,2278263,2279558,reverse
PBANKA_1359800,13,2281675,2282220,forward
PBANKA_1359900,13,2282563,2284685,reverse
PBANKA_1360000,13,2286751,2288778,forward
PBANKA_1360100,13,2289988,2291226,reverse
PBANKA_1360200,13,2293756,2294157,forward
PBANKA_1360300,13,2295446,2296682,reverse
PBANKA_1360400,13,2299437,2302036,forward
PBANKA_1360500,13,2304732,2306795,forward
PBANKA_1360600,13,2307472,2309219,forward
PBANKA_1360700,13,2309220,2314892,reverse
PBANKA_1360800,13,2316141,2320421,reverse
PBANKA_1360900,13,2321419,2323192,forward
PBANKA_1361000,13,2324067,2324879,forward
PBANKA_1361100,13,2325550,2329869,reverse
PBANKA_1361200,13,2331253,2341995,reverse
PBANKA_1361300,13,2344740,2346156,forward
PBANKA_1361400,13,2347605,2349093,forward
PBANKA_1361500,13,2349366,2352348,reverse
PBANKA_1361600,13,2353365,2358953,forward
PBANKA_1361700,13,2359314,2359673,reverse
PBANKA_1361800,13,2360541,2363208,reverse
PBANKA_1361900,13,2363706,2364612,reverse
PBANKA_1362000,13,2365520,2367931,reverse
PBANKA_1362100,13,2370611,2374837,forward
PBANKA_1362200,13,2375809,2377210,forward
PBANKA_1362300,13,2377710,2385824,reverse
PBANKA_1362400,13,2386844,2387785,forward
PBANKA_1362500,13,2388327,2389361,forward
PBANKA_1362600,13,2390292,2391530,forward
PBANKA_1362700,13,2391867,2392406,reverse
PBANKA_1362800,13,2393120,2394926,reverse
PBANKA_1362900,13,2395548,2397626,reverse
PBANKA_1363000,13,2398666,2399350,reverse
PBANKA_1363100,13,2400090,2401064,forward
PBANKA_1363200,13,2401779,2403488,forward
PBANKA_1363300,13,2404045,2406870,reverse
PBANKA_1363400,13,2408966,2409837,forward
PBANKA_1363500,13,2410886,2412136,forward
PBANKA_1363600,13,2412325,2413146,reverse
PBANKA_1363700,13,2414321,2416012,reverse
PBANKA_1363800,13,2419760,2424708,forward
PBANKA_1363900,13,2425170,2426244,reverse
PBANKA_1364000,13,2427640,2431995,forward
PBANKA_1364100,13,2432858,2433961,reverse
PBANKA_1364200,13,2435544,2436884,forward
PBANKA_1364250,13,2436256,2436407,forward
PBANKA_1364300,13,2438324,2439829,forward
PBANKA_1364400,13,2442196,2445846,forward
PBANKA_1364500,13,2446934,2447685,forward
PBANKA_1364600,13,2448824,2450068,reverse
PBANKA_1364700,13,2450472,2455823,forward
PBANKA_1364800,13,2456453,2459473,reverse
PBANKA_1364900,13,2460632,2462935,forward
PBANKA_1365000,13,2463375,2465048,reverse
PBANKA_1365100,13,2466438,2470847,forward
PBANKA_1365200,13,2472529,2473416,reverse
PBANKA_1365300,13,2477996,2484763,forward
PBANKA_1365400,13,2485749,2488366,forward
PBANKA_1365500,13,2490490,2491687,forward
PBANKA_1365550,13,2494630,2495760,forward
PBANKA_1365600,13,2496151,2497813,reverse
PBANKA_1365650,13,2499512,2500988,reverse
PBANKA_1365680,13,2503685,2504087,forward
PBANKA_1365700,13,2507683,2508876,forward
PBANKA_1365721,13,2514538,2520018,reverse
PBANKA_1400011,14,521,1716,reverse
PBANKA_1400021,14,4378,5423,reverse
PBANKA_1400031,14,7852,9102,reverse
PBANKA_1400041,14,10457,11233,forward
PBANKA_1400051,14,15285,17977,reverse
PBANKA_1400061,14,20941,22995,reverse
PBANKA_1400071,14,25629,26901,reverse
PBANKA_1400081,14,29687,30778,reverse
PBANKA_1400086,14,33382,34532,reverse
PBANKA_1400091,14,40476,48942,forward
PBANKA_1400096,14,50246,51862,forward
PBANKA_1400100,14,54373,55576,reverse
PBANKA_1400200,14,60190,62268,reverse
PBANKA_1400300,14,64845,65953,reverse
PBANKA_1400400,14,69010,69963,reverse
PBANKA_1400500,14,71983,73151,reverse
PBANKA_1400600,14,75956,80552,reverse
PBANKA_1400700,14,83081,83763,reverse
PBANKA_1400800,14,86185,86838,reverse
PBANKA_1400900,14,88176,89605,reverse
PBANKA_1401000,14,90644,98989,reverse
PBANKA_1401100,14,100816,101847,reverse
PBANKA_1401200,14,102806,107750,forward
PBANKA_1401300,14,108464,109231,reverse
PBANKA_1401400,14,112140,114524,forward
PBANKA_1401500,14,115337,116044,forward
PBANKA_1401600,14,116296,117183,forward
PBANKA_1401700,14,117851,119119,reverse
PBANKA_1401800,14,120244,121257,forward
PBANKA_1401900,14,122947,123831,reverse
PBANKA_1402000,14,125960,131247,reverse
PBANKA_1402100,14,133045,133723,forward
PBANKA_1402200,14,134690,138234,forward
PBANKA_1402300,14,138737,163465,reverse
PBANKA_1402400,14,166004,167242,forward
PBANKA_1402500,14,167699,170935,reverse
PBANKA_1402600,14,172551,175377,reverse
PBANKA_1402700,14,177030,178705,reverse
PBANKA_1402800,14,180741,181292,forward
PBANKA_1402900,14,181495,183302,reverse
PBANKA_1403000,14,185557,186003,reverse
PBANKA_1403100,14,188112,191618,forward
PBANKA_1403200,14,192203,193633,forward
PBANKA_1403250,14,193987,194108,reverse
PBANKA_1403300,14,195259,200097,reverse
PBANKA_1403400,14,202404,203513,forward
PBANKA_1403500,14,204560,208393,forward
PBANKA_1403600,14,209313,210509,reverse
PBANKA_1403700,14,211846,212838,forward
PBANKA_1403800,14,213136,223402,reverse
PBANKA_1403900,14,224777,226621,reverse
PBANKA_1404000,14,227195,229453,forward
PBANKA_1404100,14,229815,230942,reverse
PBANKA_1404200,14,232983,233594,forward
PBANKA_1404300,14,234416,235282,forward
PBANKA_1404400,14,236578,238198,reverse
PBANKA_1404500,14,240025,243741,forward
PBANKA_1404600,14,244675,245094,forward
PBANKA_1404700,14,246075,247595,reverse
PBANKA_1404800,14,250014,253133,forward
PBANKA_1404900,14,253613,254794,reverse
PBANKA_1405000,14,257683,261456,forward
PBANKA_1405100,14,262325,264140,reverse
PBANKA_1405200,14,265602,267043,reverse
PBANKA_1405300,14,268924,270042,reverse
PBANKA_1405400,14,271020,272695,forward
PBANKA_1405500,14,272762,273861,reverse
PBANKA_1405600,14,274987,277620,forward
PBANKA_1405700,14,278148,279065,reverse
PBANKA_1405800,14,279790,281757,forward
PBANKA_1405900,14,282038,283261,reverse
PBANKA_1406000,14,284060,284323,reverse
PBANKA_1406100,14,285674,287819,reverse
PBANKA_1406200,14,290105,293707,forward
PBANKA_1406300,14,294462,296302,reverse
PBANKA_1406400,14,297270,299771,reverse
PBANKA_1406500,14,301968,303992,forward
PBANKA_1406600,14,305575,306021,forward
PBANKA_1406700,14,306823,313673,reverse
PBANKA_1406800,14,316433,316872,forward
PBANKA_1406900,14,317519,332314,reverse
PBANKA_1407000,14,333720,335090,reverse
PBANKA_1407100,14,336477,340514,reverse
PBANKA_1407200,14,341090,342250,forward
PBANKA_1407300,14,342714,345411,reverse
PBANKA_1407400,14,347290,351414,reverse
PBANKA_1407500,14,354439,355524,reverse
PBANKA_1407600,14,358003,359152,forward
PBANKA_1407650,14,358616,358870,forward
PBANKA_1407700,14,363208,365569,forward
PBANKA_1407800,14,365954,367993,reverse
PBANKA_1407900,14,370391,373534,forward
PBANKA_1408000,14,374453,375055,reverse
PBANKA_1408100,14,376197,376973,forward
PBANKA_1408200,14,378051,382466,forward
PBANKA_1408300,14,382835,383935,reverse
PBANKA_1408400,14,384496,385107,forward
PBANKA_1408500,14,386133,386903,forward
PBANKA_1408600,14,388083,390947,forward
PBANKA_1408700,14,391663,392274,forward
PBANKA_1408800,14,392908,393648,reverse
PBANKA_1408900,14,396935,401104,forward
PBANKA_1409000,14,401756,402367,reverse
PBANKA_1409100,14,403607,404850,reverse
PBANKA_1409200,14,406699,407163,reverse
PBANKA_1409300,14,408442,412042,reverse
PBANKA_1409400,14,412696,413598,forward
PBANKA_1409500,14,413954,414491,reverse
PBANKA_1409600,14,416433,417887,forward
PBANKA_1409700,14,418470,420050,reverse
PBANKA_1409800,14,421044,422318,forward
PBANKA_1409900,14,424123,425502,forward
PBANKA_1410000,14,426704,428276,reverse
PBANKA_1410100,14,430642,432102,forward
PBANKA_1410200,14,433030,433491,reverse
PBANKA_1410300,14,435622,438816,forward
PBANKA_1410400,14,441076,442911,forward
PBANKA_1410500,14,445035,446228,forward
PBANKA_1410600,14,447175,450431,reverse
PBANKA_1410700,14,451363,452496,forward
PBANKA_1410800,14,452531,453349,reverse
PBANKA_1410900,14,454004,457234,forward
PBANKA_1410950,14,457953,458144,reverse
PBANKA_1411000,14,459317,459517,reverse
PBANKA_1411100,14,461767,463062,forward
PBANKA_1411200,14,463588,470025,reverse
PBANKA_1411300,14,472620,476085,forward
PBANKA_1411400,14,477473,477825,reverse
PBANKA_1411500,14,480790,489391,forward
PBANKA_1411600,14,490078,492027,forward
PBANKA_1411700,14,492451,493318,forward
PBANKA_1411800,14,493777,496170,reverse
PBANKA_1411900,14,496691,501484,reverse
PBANKA_1412000,14,502680,508490,reverse
PBANKA_1412100,14,509906,510706,reverse
PBANKA_1412200,14,511408,521349,reverse
PBANKA_1412300,14,522937,524136,reverse
PBANKA_1412400,14,525219,528818,forward
PBANKA_1412500,14,529807,531864,forward
PBANKA_1412600,14,533207,540145,forward
PBANKA_1412800,14,540563,541957,reverse
PBANKA_1412900,14,542834,543296,reverse
PBANKA_1413000,14,544167,545297,reverse
PBANKA_1413100,14,546129,547373,forward
PBANKA_1413200,14,548203,549721,reverse
PBANKA_1413300,14,550768,551559,reverse
PBANKA_1413400,14,553284,554994,forward
PBANKA_1413500,14,557098,557928,forward
PBANKA_1413600,14,558714,559811,forward
PBANKA_1413700,14,560131,563097,reverse
PBANKA_1413800,14,564735,566385,forward
PBANKA_1413900,14,567836,570329,reverse
PBANKA_1414000,14,572696,573616,reverse
PBANKA_1414100,14,574767,576682,reverse
PBANKA_1414200,14,577807,578769,forward
PBANKA_1414300,14,579414,580586,reverse
PBANKA_1414400,14,583409,587276,forward
PBANKA_1414500,14,587730,590019,reverse
PBANKA_1414600,14,592322,595450,forward
PBANKA_1414700,14,596571,597533,forward
PBANKA_1414800,14,598007,598745,reverse
PBANKA_1414900,14,599686,601243,forward
PBANKA_1415000,14,602376,604745,forward
PBANKA_1415100,14,606944,609891,forward
PBANKA_1415200,14,611175,613367,forward
PBANKA_1415300,14,613535,615254,reverse
PBANKA_1415400,14,616519,618813,reverse
PBANKA_1415500,14,621860,623788,forward
PBANKA_1415600,14,625628,628462,forward
PBANKA_1415700,14,635549,643012,forward
PBANKA_1415800,14,643888,645345,reverse
PBANKA_1415900,14,646377,646874,forward
PBANKA_1416000,14,647659,647934,reverse
PBANKA_1416100,14,648605,651220,forward
PBANKA_1416200,14,651659,652138,reverse
PBANKA_1416300,14,653704,654794,forward
PBANKA_1416400,14,655316,658051,reverse
PBANKA_1416500,14,659200,659772,reverse
PBANKA_1416600,14,661857,662432,reverse
PBANKA_1416700,14,663859,665076,forward
PBANKA_1416800,14,666948,671480,forward
PBANKA_1416900,14,672354,676172,reverse
PBANKA_1417000,14,678086,679899,forward
PBANKA_1417100,14,680186,681910,forward
PBANKA_1417200,14,682414,684834,reverse
PBANKA_1417300,14,687403,689412,reverse
PBANKA_1417400,14,691682,693619,forward
PBANKA_1417500,14,695304,697253,forward
PBANKA_1417600,14,699789,701999,forward
PBANKA_1417700,14,702630,704840,reverse
PBANKA_1417800,14,705911,708346,reverse
PBANKA_1417900,14,711376,716172,forward
PBANKA_1418000,14,717151,717375,forward
PBANKA_1418100,14,719701,724974,forward
PBANKA_1418200,14,725307,727781,reverse
PBANKA_1418300,14,730462,734280,forward
PBANKA_1418400,14,735033,736147,reverse
PBANKA_1418500,14,737327,738904,forward
PBANKA_1418600,14,739546,741789,reverse
PBANKA_1418700,14,742643,743608,reverse
PBANKA_1418800,14,744534,746071,forward
PBANKA_1418900,14,747302,748860,forward
PBANKA_1419000,14,750279,754301,forward
PBANKA_1419100,14,755309,756895,forward
PBANKA_1419200,14,757681,758544,reverse
PBANKA_1419300,14,760254,762245,forward
PBANKA_1419400,14,762360,769320,reverse
PBANKA_1419500,14,771053,771556,forward
PBANKA_1419600,14,771801,780920,reverse
PBANKA_1419700,14,781501,783736,forward
PBANKA_1419800,14,784464,789373,reverse
PBANKA_1419900,14,792314,795823,forward
PBANKA_1420000,14,797028,798406,forward
PBANKA_1420100,14,799138,802119,forward
PBANKA_1420200,14,802824,805670,forward
PBANKA_1420300,14,806316,807930,reverse
PBANKA_1420400,14,808719,809774,reverse
PBANKA_1420500,14,811297,820308,reverse
PBANKA_1420600,14,824499,824870,reverse
PBANKA_1420700,14,827250,829106,reverse
PBANKA_1420800,14,831082,834675,forward
PBANKA_1420900,14,836158,839751,forward
PBANKA_1421000,14,840366,841457,reverse
PBANKA_1421100,14,843087,844187,forward
PBANKA_1421200,14,845220,846533,forward
PBANKA_1421221,14,847535,847606,forward
PBANKA_1421241,14,848394,848473,forward
PBANKA_1421261,14,849126,849207,reverse
PBANKA_1421300,14,849481,850449,forward
PBANKA_1421400,14,850700,851249,reverse
PBANKA_1421500,14,852042,855950,reverse
PBANKA_1421600,14,856842,858820,reverse
PBANKA_1421700,14,859783,860871,reverse
PBANKA_1421800,14,861559,862139,reverse
PBANKA_1421900,14,863090,865360,forward
PBANKA_1422000,14,866388,866750,forward
PBANKA_1422100,14,867580,868797,reverse
