Old Gene ID,current_version_ID,gene_name,gene_product,PfID
PBANKA_130720,PBANKA_1307200,LSM5,"U6 snRNA-associated Sm-like protein LSm5, putative",PF3D7_1443300
PBANKA_130730,PBANKA_1307300,WLP1,"WD repeat-containing protein, putative",PF3D7_1443400
PBANKA_130740,PBANKA_1307400,PARN,"poly(A)-specific ribonuclease PARN, putative",PF3D7_1443500
PBANKA_130750,PBANKA_1307500,,"conserved Plasmodium protein, unknown function",PF3D7_1443600
PBANKA_130760,PBANKA_1307600,DPCK,"dephospho-CoA kinase, putative",PF3D7_1443700
PBANKA_130770,PBANKA_1307700,CWC24,"pre-mRNA-splicing factor CWC24, putative",PF3D7_1443800
PBANKA_130780,PBANKA_1307800,,"heat shock protein 90, putative",PF3D7_1443900
PBANKA_130790,PBANKA_1307900,,"conserved Plasmodium protein, unknown function",PF3D7_1444000
PBANKA_130800,PBANKA_1308000,,"conserved Plasmodium protein, unknown function",PF3D7_1444100
PBANKA_130810,PBANKA_1308100,,calmodulin-like protein,PF3D7_1444200
PBANKA_130820,PBANKA_1308200,LPAAT,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative",PF3D7_1444300
PBANKA_130830,PBANKA_1308300,,"conserved Plasmodium protein, unknown function",PF3D7_1444400
PBANKA_130840,PBANKA_1308400,,"GCN2 alpha-related protein kinase, putative",PF3D7_1444500
PBANKA_130850,PBANKA_1308500,,"conserved Plasmodium protein, unknown function",PF3D7_1444700
PBANKA_130860,PBANKA_1308600,ALDO2,fructose-bisphosphate aldolase 2,PF3D7_1444800
PBANKA_130870,PBANKA_1308700,,"conserved Plasmodium protein, unknown function",PF3D7_1444900
PBANKA_130880,PBANKA_1308800,,"conserved Plasmodium protein, unknown function",PF3D7_1445000
PBANKA_130890,PBANKA_1308900,,"histidine--tRNA ligase, putative",PF3D7_1445100
PBANKA_130900,PBANKA_1309000,MAK5,"ATP-dependent RNA helicase MAK5, putative",PF3D7_1445200
PBANKA_130910,PBANKA_1309100,,"mitochondrial ribosomal protein S29 precursor, putative",PF3D7_1445300
PBANKA_130920,PBANKA_1309200,CLK1,"serine/threonine kinase-1, putative",PF3D7_1445400
PBANKA_130930,PBANKA_1309300,,"conserved Plasmodium protein, unknown function",PF3D7_1445500
PBANKA_130940,PBANKA_1309400,,"RNA-binding protein, putative",PF3D7_1445600
PBANKA_130950,PBANKA_1309500,,"conserved Plasmodium protein, unknown function",PF3D7_1445700
PBANKA_130960,PBANKA_1309600,,"conserved Plasmodium protein, unknown function",PF3D7_1445800
PBANKA_130970,PBANKA_1309700,DDX5,"ATP-dependent RNA helicase DDX5, putative",PF3D7_1445900
PBANKA_130980,PBANKA_1309800,,"conserved Plasmodium protein, unknown function",PF3D7_1446100
PBANKA_130990,PBANKA_1309900,LAP,"M17 leucyl aminopeptidase, putative",PF3D7_1446200
PBANKA_131000,PBANKA_1310000,,"conserved Plasmodium protein, unknown function",PF3D7_1446300
PBANKA_131010,PBANKA_1310100,,"pyruvate dehydrogenase E1 component subunit beta, putative",PF3D7_1446400
PBANKA_131020,PBANKA_1310200,,"conserved Plasmodium protein, unknown function",PF3D7_1446500
PBANKA_131030,PBANKA_1310200,,"conserved Plasmodium protein, unknown function",PF3D7_1446500
PBANKA_131040,PBANKA_1310400,CEN2,"centrin-2, putative",PF3D7_1446600
PBANKA_131050,PBANKA_1310500,,"conserved Plasmodium protein, unknown function",PF3D7_1446700
PBANKA_131060,PBANKA_1310600,HDP,"heme detoxification protein, putative",PF3D7_1446800
PBANKA_131070,PBANKA_1310700,,"glutaminyl-peptide cyclotransferase, putative",PF3D7_1446900
PBANKA_131080,PBANKA_1310800,,"40S ribosomal protein S5, putative",PF3D7_1447000
PBANKA_131090,PBANKA_1310900,,"conserved Plasmodium protein, unknown function",PF3D7_1447100
PBANKA_131100,PBANKA_1311000,UIS21,"conserved Plasmodium protein, unknown function",PF3D7_1447200
PBANKA_131110,PBANKA_1311100,,"mitochondrial ribosomal protein S14 precursor, putative",PF3D7_1447300
PBANKA_131120,PBANKA_1311200,,"conserved Plasmodium protein, unknown function",PF3D7_1447400
PBANKA_131130,PBANKA_1311300,,"inner membrane complex protein, putative",PF3D7_1447500
PBANKA_131140,PBANKA_1311400,,"conserved Plasmodium protein, unknown function",PF3D7_1447600
PBANKA_131150,PBANKA_1311500,,"conserved Plasmodium protein, unknown function",PF3D7_1447700
PBANKA_131160,PBANKA_1311600,,"calponin homology domain-containing protein, putative",PF3D7_1447800
PBANKA_131170,PBANKA_1311700,MDR2,"multidrug resistance protein 2, putative;ABC transporter B family member 2, putative",PF3D7_1447900
PBANKA_131180,PBANKA_1311800,UTP12,"U3 small nucleolar RNA-associated protein 12, putative",PF3D7_1448000
PBANKA_131190,PBANKA_1311900,,"conserved Plasmodium protein, unknown function",PF3D7_1448100
PBANKA_131200,PBANKA_1312000,,"conserved Plasmodium protein, unknown function",PF3D7_1448200
PBANKA_131210,PBANKA_1312100,,"conserved Plasmodium protein, unknown function",PF3D7_1448300
PBANKA_131220,PBANKA_1312200,,"ubiquitin-protein ligase, putative",PF3D7_1448400
PBANKA_131230,PBANKA_1312300,,"SNARE protein, putative",PF3D7_1448600
PBANKA_131240,PBANKA_1312400,,"conserved Plasmodium protein, unknown function",PF3D7_1448700
PBANKA_131250,PBANKA_1312500,,Appr-1-p processing domain protein,PF3D7_1448800
PBANKA_131260,PBANKA_1312600,,"conserved Plasmodium protein, unknown function",PF3D7_1448900
PBANKA_131270,PBANKA_1312700,GEST,gamete egress and sporozoite traversal protein,PF3D7_1449000
PBANKA_131280,PBANKA_1312800,,"conserved Plasmodium protein, unknown function",PF3D7_1449100
PBANKA_131290,PBANKA_1312900,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_131300,PBANKA_1313000,,"transcription factor IIIb subunit, putative",PF3D7_1449300
PBANKA_131310,PBANKA_1313100,MUS81,"crossover junction endonuclease MUS81, putative",PF3D7_1449400
PBANKA_131320,PBANKA_1313200,ApiAP2,"transcription factor with AP2 domain(s), putative",PF3D7_1449500
PBANKA_131330,PBANKA_1313300,,"conserved Plasmodium protein, unknown function",PF3D7_1449600
PBANKA_131340,PBANKA_1313400,RRP6,"exosome complex exonuclease RRP6, putative",PF3D7_1449700
PBANKA_131350,PBANKA_1313500,,"conserved Plasmodium protein, unknown function",PF3D7_1449800
PBANKA_131360,PBANKA_1313600,,"conserved Plasmodium protein, unknown function",PF3D7_1449900
PBANKA_131370,PBANKA_1313700,,"serine/threonine protein kinase, putative",PF3D7_1450000
PBANKA_131380,PBANKA_1313800,SRP54,"signal recognition particle subunit SRP54, putative",PF3D7_1450100
PBANKA_131390,PBANKA_1313900,,"conserved Plasmodium protein, unknown function",PF3D7_1450200
PBANKA_131400,PBANKA_1314000,CPR,"NADPH--cytochrome P450 reductase, putative",PF3D7_1450300
PBANKA_131410,PBANKA_1314100,,"zinc finger protein, putative",PF3D7_1450400
PBANKA_131420,PBANKA_1314200,,"conserved Plasmodium protein, unknown function",PF3D7_1450500
PBANKA_131430,PBANKA_1314300,,"S-adenosylmethionine-dependent methyltransferase, putative",PF3D7_1450600
PBANKA_131440,PBANKA_1314400,,"conserved Plasmodium protein, unknown function",PF3D7_1450700
PBANKA_131450,PBANKA_1314500,,"conserved Plasmodium protein, unknown function",PF3D7_1450800
PBANKA_131460,PBANKA_1314600,,"acetyl-CoA acetyltransferase, putative",PF3D7_1450900
PBANKA_131470,PBANKA_1314700,,"conserved Plasmodium protein, unknown function",PF3D7_1451000
PBANKA_131480,PBANKA_1314800,eEF2,"elongation factor 2, putative",PF3D7_1451100
PBANKA_131490,PBANKA_1314900,,"conserved Plasmodium protein, unknown function",PF3D7_1451200
PBANKA_131500,PBANKA_1315000,NSE2,"E3 SUMO-protein ligase NSE2, putative",PF3D7_1451300
PBANKA_131510,PBANKA_1315100,Sir2b,transcriptional regulatory protein sir2b,PF3D7_1451400
PBANKA_131520,PBANKA_1315200,,"pre-mRNA-splicing factor CWF18, putative",PF3D7_1451500
PBANKA_131530,PBANKA_1315300,LAP5,LCCL domain-containing protein,PF3D7_1451600
PBANKA_131540,PBANKA_1315400,CNB,"calcineurin subunit B, putative",PF3D7_1451700
PBANKA_131550,PBANKA_1315500,,"sortilin, putative",PF3D7_1451800
PBANKA_131560,PBANKA_1315600,TSR1,"ribosome biogenesis protein TSR1, putative",PF3D7_1451900
PBANKA_131570,PBANKA_1315700,RON2,rhoptry neck protein 2,PF3D7_1452000
PBANKA_131580,PBANKA_1315800,LRR3,leucine-rich repeat protein,PF3D7_1452100
PBANKA_131590,PBANKA_1315900,,"aminomethyltransferase, putative",PF3D7_1452200
PBANKA_131600,PBANKA_1316000,,"degradation in the ER (DER1) like protein, putative",PF3D7_1452300
PBANKA_131610,PBANKA_1316100,,"conserved Plasmodium protein, unknown function",PF3D7_1452400
PBANKA_131620,PBANKA_1316200,,"SNARE protein, putative",PF3D7_1452500
PBANKA_131630,PBANKA_1316300,,"conserved Plasmodium protein, unknown function",PF3D7_1452600
PBANKA_131640,PBANKA_1316400,,"U1 snRNA associated protein, putative",PF3D7_1452700
PBANKA_131650,PBANKA_1316500,,"conserved Plasmodium protein, unknown function",PF3D7_1452800
PBANKA_131660,PBANKA_1316600,,"conserved Plasmodium protein, unknown function",PF3D7_1452900
PBANKA_131670,PBANKA_1316700,,"conserved Plasmodium protein, unknown function",PF3D7_1453000
PBANKA_131680,PBANKA_1316800,,"dynactin subunit 4, putative",PF3D7_1453100
PBANKA_131690,PBANKA_1316900,,"conserved Plasmodium protein, unknown function",PF3D7_1453200
PBANKA_131700,PBANKA_1317000,,"conserved Plasmodium protein, unknown function",PF3D7_1453300
PBANKA_131710,PBANKA_1317100,,"conserved Plasmodium protein, unknown function",PF3D7_1453400
PBANKA_131720,PBANKA_1317200,,"pyridine nucleotide transhydrogenase, putative",PF3D7_1453500
PBANKA_131730,PBANKA_1317300,,"RAP protein, putative",PF3D7_1453600
PBANKA_131740,PBANKA_1317400,P23,"co-chaperone p23, putative",PF3D7_1453700
PBANKA_131750,PBANKA_1317500,GluPho,"glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase, putative",PF3D7_1453800
PBANKA_131760,PBANKA_1317600,,"conserved Plasmodium protein, unknown function",PF3D7_1453900
PBANKA_131770,PBANKA_1317700,,"RNA-binding protein, putative",PF3D7_1454000
PBANKA_131780,PBANKA_1317800,,"tRNA intron endonuclease, putative",PF3D7_1454100
PBANKA_131790,PBANKA_1317900,,"conserved Plasmodium protein, unknown function",PF3D7_1454200
PBANKA_131800,PBANKA_1318000,KIN,"serine/threonine protein kinase KIN, putative",#N/A
PBANKA_131810,PBANKA_1318100,APP,"aminopeptidase P, putative",PF3D7_1454400
PBANKA_131820,PBANKA_1318200,ISU,"iron sulfur cluster assembly protein, putative",PF3D7_1454500
PBANKA_131830,PBANKA_1318300,,"mitochondrial ribosomal protein S11 precursor, putative",PF3D7_1454600
PBANKA_131840,PBANKA_1318400,,"6-phosphogluconate dehydrogenase, decarboxylating, putative",PF3D7_1454700
PBANKA_131850,PBANKA_1318500,,"conserved Plasmodium protein, unknown function",PF3D7_1454800
PBANKA_131860,PBANKA_1318600,,"conserved Plasmodium protein, unknown function",PF3D7_1454900
PBANKA_131870,PBANKA_1318700,PPM3,protein phosphatase PPM3,PF3D7_1455000
PBANKA_131880,PBANKA_1318800,PTP1,protein tyrosine phosphatase,PF3D7_1455100
PBANKA_131890,PBANKA_1318900,,"methyltransferase, putative",PF3D7_1455200.1
PBANKA_131900,PBANKA_1319000,,"conserved Plasmodium protein, unknown function",PF3D7_1455300
PBANKA_131910,PBANKA_1319100,HlyIII,"hemolysin III, putative",PF3D7_1455400
PBANKA_131920,PBANKA_1319200,,"AP-1 complex subunit gamma, putative",PF3D7_1455500
PBANKA_131930,PBANKA_1319300,,"ferlin, putative",PF3D7_1455600
PBANKA_131940,PBANKA_1319400,,"conserved Plasmodium protein, unknown function",PF3D7_1455700
PBANKA_131950,PBANKA_1319500,CCP2,LCCL domain-containing protein,PF3D7_1455800
PBANKA_131960,PBANKA_1319600,,"polyprenol reductase, putative",PF3D7_1455900
PBANKA_131970,PBANKA_1319700,ApiAP2,"transcription factor with AP2 domain(s), putative",PF3D7_1456000
PBANKA_131980,PBANKA_1319800,SHMT,"serine hydroxymethyltransferase, putative",PF3D7_1456100
PBANKA_131990,PBANKA_1319900,,"conserved Plasmodium protein, unknown function",PF3D7_1456200
PBANKA_132000,PBANKA_1320000,,"conserved Plasmodium protein, unknown function",PF3D7_1456300
PBANKA_132010,PBANKA_1320100,UIS25,"conserved Plasmodium protein, unknown function",PF3D7_1456400
PBANKA_132020,PBANKA_1320200,,"conserved Plasmodium protein, unknown function",PF3D7_1456500
PBANKA_132030,PBANKA_1320300,,"mitochondrial ribosomal protein L28 precursor, putative",PF3D7_1456600
PBANKA_132040,PBANKA_1320400,,"conserved Plasmodium protein, unknown function",PF3D7_1456700
PBANKA_132050,PBANKA_1320500,VP1,"V-type H(+)-translocating pyrophosphatase, putative",PF3D7_1456800
PBANKA_132060,PBANKA_1320600,,"conserved protein, unknown function",PF3D7_1456900
PBANKA_132070,PBANKA_1320700,SPP,"signal peptide peptidase, putative",PF3D7_1457000
PBANKA_132080,PBANKA_1320800,,"conserved Plasmodium protein, unknown function",PF3D7_1457100
PBANKA_132090,PBANKA_1320900,TRX1,"thioredoxin 1, putative",PF3D7_1457200
PBANKA_132100,PBANKA_1321000,,"conserved Plasmodium protein, unknown function",PF3D7_1457300
PBANKA_132110,PBANKA_1321100,,"conserved Plasmodium protein, unknown function",PF3D7_1457400
PBANKA_132120,PBANKA_1321200,VPS4,"vacuolar protein sorting-associated protein 4, putative",PF3D7_1457500
PBANKA_132130,PBANKA_1321300,,"conserved Plasmodium protein, unknown function",PF3D7_1457600
PBANKA_132140,PBANKA_1321400,UIS20,"large ribosomal subunit nuclear export factor, putative",PF3D7_1457700
PBANKA_132150,PBANKA_1321500,,"conserved Plasmodium protein, unknown function",PF3D7_1457800
PBANKA_132160,PBANKA_1321600,,"conserved Plasmodium protein, unknown function",PF3D7_1457900
PBANKA_132170,PBANKA_1321700,BP1,berghepain-1,PF3D7_1458000
PBANKA_132180,PBANKA_1321800,PET117,"protein PET117, putative",PF3D7_1458100
PBANKA_132190,PBANKA_1321900,,"conserved Plasmodium protein, unknown function",PF3D7_1458200
PBANKA_132200,PBANKA_1322000,,"conserved Plasmodium protein, unknown function",PF3D7_1458300
PBANKA_132210,PBANKA_1322100,ADCL,"aminodeoxychorismate lyase, putative",PF3D7_1458400
PBANKA_132220,PBANKA_1322200,SAS4,"spindle assembly abnormal protein 4, putative",PF3D7_1458500
PBANKA_132230,PBANKA_1322300,,"conserved Plasmodium protein, unknown function",PF3D7_1458600
PBANKA_132240,PBANKA_1322400,,"exonuclease V, mitochondrial, putative",PF3D7_1458700
PBANKA_132250,PBANKA_1322500,,"DNA-directed RNA polymerase III subunit RPC5, putative",PF3D7_1458800
PBANKA_132260,PBANKA_1322600,TVP23,"golgi apparatus membrane protein TVP23, putative",PF3D7_1458900
PBANKA_132270,PBANKA_1322700,,"ATP-dependent RNA helicase DBP5, putative",PF3D7_1459000
PBANKA_132280,PBANKA_1322800,,"GTP-binding protein, putative",PF3D7_1459100
PBANKA_132290,PBANKA_1322900,,"OPA3-like protein, putative",PF3D7_1459300
PBANKA_132300,PBANKA_1323000,,"conserved Plasmodium protein, unknown function",PF3D7_1459400
PBANKA_132310,PBANKA_1323100,,"conserved Plasmodium protein, unknown function",PF3D7_1459500
PBANKA_132320,PBANKA_1323200,,"conserved Plasmodium protein, unknown function",PF3D7_1459600
PBANKA_132330,PBANKA_1323300,,"pyridoxal 5'-phosphate synthase, putative",PF3D7_1459700
PBANKA_132340,PBANKA_1323400,,"bax inhibitor 1, putative",PF3D7_1459800
PBANKA_132350,PBANKA_1323500,,"conserved Plasmodium protein, unknown function",PF3D7_1459900
PBANKA_132360,PBANKA_1323600,,"biotin protein ligase, putative",PF3D7_1460000
PBANKA_132370,PBANKA_1323700,FCP,"FYVE and coiled-coil domain-containing protein, putative",PF3D7_1460100
PBANKA_132380,PBANKA_1323800,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_132390,PBANKA_1323900,,"conserved Plasmodium protein, unknown function",PF3D7_1460200
PBANKA_132400,PBANKA_1324000,,"60S ribosomal protein L29, putative",PF3D7_1460300
PBANKA_132410,PBANKA_1324100,UCHL3,"ubiquitin carboxyl-terminal hydrolase isozyme L3, putative",PF3D7_1460400
PBANKA_132420,PBANKA_1324200,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_132430,PBANKA_1324300,ISP3,inner membrane complex sub-compartment protein 3,PF3D7_1460600
PBANKA_132440,PBANKA_1324400,RPL27,"60S ribosomal protein L27, putative",PF3D7_1460700
PBANKA_132450,PBANKA_1324500,,"snRNA-activating protein complex subunit 3, putative",PF3D7_1460800
PBANKA_132460,PBANKA_1324600,,"apicoplast ribosomal protein S10 precursor, putative",PF3D7_1460900.1
PBANKA_132470,PBANKA_1324700,,"conserved Plasmodium protein, unknown function",PF3D7_1461000
PBANKA_132480,PBANKA_1324800,,"conserved Plasmodium protein, unknown function",PF3D7_1461100
PBANKA_132490,PBANKA_1324900,IMP3,"U3 small nucleolar ribonucleoprotein protein IMP3, putative",PF3D7_1461200
PBANKA_132500,PBANKA_1325000,,"40S ribosomal protein S28e, putative",PF3D7_1461300
PBANKA_132510,PBANKA_1325100,,"conserved Plasmodium protein, unknown function",PF3D7_1461400
PBANKA_132520,PBANKA_1325200,MND1,"meiotic nuclear division protein 1, putative",PF3D7_1461500
PBANKA_132530,PBANKA_1325300,SF3B2,"splicing factor 3B subunit 2, putative",PF3D7_1461600
PBANKA_132540,PBANKA_1325400,,"conserved Plasmodium protein, unknown function",PF3D7_1461700
PBANKA_132550,PBANKA_1325500,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_132560,PBANKA_1325600,,"valine--tRNA ligase, putative",PF3D7_1461900
PBANKA_132570,PBANKA_1325700,TLP1,thioredoxin-like protein,PF3D7_1462000
PBANKA_132580,PBANKA_1325800,,"conserved Plasmodium protein, unknown function",PF3D7_1462100
PBANKA_132590,PBANKA_1325900,,"conserved Plasmodium protein, unknown function",PF3D7_1462200
PBANKA_132600,PBANKA_1326000,,"conserved Plasmodium protein, unknown function",PF3D7_1462300
PBANKA_132610,PBANKA_1326100,,"conserved Plasmodium protein, unknown function",PF3D7_1462500
PBANKA_132620,PBANKA_1326200,,"conserved Plasmodium protein, unknown function",PF3D7_1462600
PBANKA_132630,PBANKA_1326300,,"cytochrome c1 precursor, putative",PF3D7_1462700
PBANKA_132640,PBANKA_1326400,GAPDH,"glyceraldehyde-3-phosphate dehydrogenase, putative",PF3D7_1462800
PBANKA_132650,PBANKA_1326500,,"conserved Plasmodium protein, unknown function",PF3D7_1462900
PBANKA_132660,PBANKA_1326600,,"conserved Plasmodium protein, unknown function",PF3D7_1463000
PBANKA_132670,PBANKA_1326700,,"conserved Plasmodium protein, unknown function",PF3D7_1463100
PBANKA_132680,PBANKA_1326800,RFC3,"replication factor C subunit 3, putative",PF3D7_1463200
PBANKA_132690,PBANKA_1326900,,"DNA polymerase alpha subunit B, putative",PF3D7_1463300
PBANKA_132700,PBANKA_1327000,,"DNA-directed RNA polymerase III subunit RPC4, putative",PF3D7_1463400
PBANKA_132708,PBANKA_1327080,,"conserved Plasmodium protein, unknown function",PF3D7_1463600
PBANKA_132710,PBANKA_1327100,,"conserved Plasmodium protein, unknown function",PF3D7_1463900
PBANKA_132720,PBANKA_1327200,,"mitochondrial ribosomal protein S6-2 precursor, putative",PF3D7_1463800
PBANKA_132730,PBANKA_1327300,,fam-a protein,#N/A
PBANKA_132740,PBANKA_1327400,,"YL1 nuclear protein, putative",PF3D7_1464000
PBANKA_132750,PBANKA_1327500,,"conserved Plasmodium protein, unknown function",PF3D7_1464100
PBANKA_132760,PBANKA_1327600,,"zinc finger protein, putative",PF3D7_1464200
PBANKA_132770,PBANKA_1327700,,"conserved Plasmodium protein, unknown function",PF3D7_1464300
PBANKA_132780,PBANKA_1327800,,"zinc finger protein, putative",PF3D7_1464400
PBANKA_132790,PBANKA_1327900,,"conserved Plasmodium protein, unknown function",PF3D7_1464500
PBANKA_132800,PBANKA_1328000,UIS2,"serine/threonine protein phosphatase, putative",PF3D7_1464600
PBANKA_132810,PBANKA_1328100,,"ATP synthase (C/AC39) subunit, putative",PF3D7_1464700
PBANKA_132820,PBANKA_1328200,,"conserved Plasmodium protein, unknown function",PF3D7_1464800
PBANKA_132830,PBANKA_1328300,,"ATP-dependent zinc metalloprotease FTSH, putative",PF3D7_1464900
PBANKA_132840,PBANKA_1328400,,"conserved Plasmodium protein, unknown function",PF3D7_1465000
PBANKA_132850,PBANKA_1328500,,"conserved Plasmodium protein, unknown function",PF3D7_1465100
PBANKA_132860,PBANKA_1328600,,"conserved Plasmodium protein, unknown function",PF3D7_1465200
PBANKA_132870,PBANKA_1328700,,"tRNA 3'-trailer sequence RNase, putative",PF3D7_1465300
PBANKA_132880,PBANKA_1328800,,"conserved Plasmodium protein, unknown function",PF3D7_1465400
PBANKA_132890,PBANKA_1328900,,"potassium channel, putative",PF3D7_1465500
PBANKA_132900,PBANKA_1329000,,"conserved Plasmodium protein, unknown function",PF3D7_1465600
PBANKA_132910,PBANKA_1329100,,"plasmepsin VIII, putative",PF3D7_1465700
PBANKA_132920,PBANKA_1329200,,"dynein beta chain, putative",PF3D7_1465800
PBANKA_132930,PBANKA_1329300,,"40S ribosomal protein S3, putative",PF3D7_1465900
PBANKA_132940,PBANKA_1329400,,"conserved Plasmodium protein, unknown function",PF3D7_1466000
PBANKA_132950,PBANKA_1329500,PPKL,protein phosphatase containing kelch-like domains,PF3D7_1466100
PBANKA_132960,PBANKA_1329600,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_132970,PBANKA_1329700,RPN2,"26S proteasome regulatory subunit RPN2, putative",PF3D7_1466300
PBANKA_132980,PBANKA_1329800,AP2-Sp,transcription factor with AP2 domain(s),PF3D7_1466400
PBANKA_132990,PBANKA_1329900,,"conserved Plasmodium protein, unknown function",PF3D7_1466500
PBANKA_133000,PBANKA_1330000,,"conserved Plasmodium protein, unknown function",PF3D7_1466600
PBANKA_133010,PBANKA_1330100,NIP7,"60S ribosome subunit biogenesis protein NIP7, putative",PF3D7_1466700
PBANKA_133020,PBANKA_1330200,,"conserved Plasmodium protein, unknown function",PF3D7_1466800
PBANKA_133030,PBANKA_1330300,,"rhoptry protein, putative",PF3D7_1466900
PBANKA_133040,PBANKA_1330400,,"DNA-3-methyladenine glycosylase, putative",PF3D7_1467100
PBANKA_133050,PBANKA_1330500,WDR79,"WD repeat-containing protein 79, putative",PF3D7_1467200
PBANKA_133060,PBANKA_1330600,DXR,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, putative",PF3D7_1467300
PBANKA_133070,PBANKA_1330700,L22,"50S ribosomal protein L22, apicoplast, putative",PF3D7_1467400
PBANKA_133080,PBANKA_1330800,,"DNA/RNA-binding protein KIN17, putative",PF3D7_1467500
PBANKA_133090,PBANKA_1330900,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_133100,PBANKA_1331000,,"conserved Plasmodium protein, unknown function",PF3D7_1467700
PBANKA_133110,PBANKA_1331100,,"conserved Plasmodium protein, unknown function",PF3D7_1467800
PBANKA_133120,PBANKA_1331200,,"rab GTPase activator, putative",PF3D7_1467900
PBANKA_133130,PBANKA_1331300,,"conserved Plasmodium protein, unknown function",PF3D7_1468000
PBANKA_133140,PBANKA_1331400,,"conserved Plasmodium protein, unknown function",PF3D7_1468100
PBANKA_133150,PBANKA_1331500,,"conserved Plasmodium protein, unknown function",PF3D7_1468200
PBANKA_133160,PBANKA_1331600,LRR14.1,leucine-rich repeat protein,PF3D7_1468300
PBANKA_133170,PBANKA_1331700,,"zinc finger protein, putative",PF3D7_1468400
PBANKA_133180,PBANKA_1331800,DER1-1,"derlin-1, putative",PF3D7_1468500
PBANKA_133190,PBANKA_1331900,eIF4A,"eukaryotic initiation factor 4a, putative;helicase 45, putative",PF3D7_1468700
PBANKA_133200,PBANKA_1332000,U2AF2,"splicing factor U2AF large subunit, putative",PF3D7_1468800
PBANKA_133210,PBANKA_1332100,,"conserved Plasmodium protein, unknown function",PF3D7_1468900
PBANKA_133220,PBANKA_1332200,IF1,"translation initiation factor IF-1, putative",PF3D7_1469000
PBANKA_133230,PBANKA_1332300,,"conserved Plasmodium protein, unknown function",PF3D7_1469100
PBANKA_133240,PBANKA_1332400,SHLP1,shewanella-like protein phosphatase 1,PF3D7_1469200
PBANKA_133250,PBANKA_1332500,PNO1,"pre-rRNA-processing protein PNO1, putative",PF3D7_1469300
PBANKA_133260,PBANKA_1332600,,"conserved Plasmodium protein, unknown function",PF3D7_1469500
PBANKA_133270,PBANKA_1332700,,duffy-binding protein,#N/A
PBANKA_133280,PBANKA_1332800,ACC,"biotin carboxylase subunit of acetyl CoA carboxylase, putative",PF3D7_1469600
PBANKA_133290,PBANKA_1332900,MED6,"mediator of RNA polymerase II transcription subunit 6, putative",PF3D7_1469700
PBANKA_133300,PBANKA_1333000,,"conserved Plasmodium protein, unknown function",PF3D7_1469800
PBANKA_133310,PBANKA_1333100,,"conserved Plasmodium protein, unknown function",PF3D7_1469900
PBANKA_133320,PBANKA_1333200,ATG12,"autophagy-related protein 12, putative",PF3D7_1470000
PBANKA_133330,PBANKA_1333300,,"conserved Plasmodium protein, unknown function",PF3D7_1470100
PBANKA_133340,PBANKA_1333400,,"conserved Plasmodium protein, unknown function",PF3D7_1470200
PBANKA_133350,PBANKA_1333500,,"conserved Plasmodium protein, unknown function",PF3D7_1470300
PBANKA_133360,PBANKA_1333600,MPC2,"mitochondrial pyruvate carrier protein 2, putative",PF3D7_1470400
PBANKA_133370,PBANKA_1333700,PDEdelta,phosphodiesterase delta,PF3D7_1470500
PBANKA_133380,PBANKA_1333800,,"RAP protein, putative",PF3D7_1470600
PBANKA_133390,PBANKA_1333900,,"conserved Plasmodium protein, unknown function",PF3D7_1470700
PBANKA_133400,PBANKA_1334000,,"conserved Plasmodium protein, unknown function",PF3D7_1470800
PBANKA_133410,PBANKA_1334100,,"proteasome subunit beta type-2, putative",PF3D7_1470900
PBANKA_133420,PBANKA_1334200,,"RNA 3'-terminal phosphate cyclase-like protein, putative",PF3D7_1471000
PBANKA_133430,PBANKA_1334300,EXP2,exported protein 2,PF3D7_1471100
PBANKA_133440,PBANKA_1334400,,"inorganic anion antiporter, putative",PF3D7_1471200
PBANKA_133450,PBANKA_1334500,,"conserved Plasmodium protein, unknown function",PF3D7_1471300
PBANKA_133460,PBANKA_1334600,,"diacylglycerol kinase, putative",PF3D7_1471400
PBANKA_133470,PBANKA_1334700,,"conserved Plasmodium protein, unknown function",PF3D7_1471500
PBANKA_133480,PBANKA_1334800,,"conserved Plasmodium protein, unknown function",PF3D7_1471600
PBANKA_133490,PBANKA_1334900,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_133500,PBANKA_1335000,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_133510,PBANKA_1335100,,"conserved Plasmodium protein, unknown function",PF3D7_1471900
PBANKA_133520,PBANKA_1335200,ISY1,"pre-mRNA-splicing factor ISY1, putative",PF3D7_1472000
PBANKA_133530,PBANKA_1335300,YIP1,"protein transport protein YIP1, putative",PF3D7_1472100
PBANKA_133540,PBANKA_1335400,HDA1,"histone deacetylase, putative",PF3D7_1472200
PBANKA_133550,PBANKA_1335500,,"conserved Plasmodium protein, unknown function",PF3D7_1472300
PBANKA_133560,PBANKA_1335600,,"M1-family alanyl aminopeptidase, putative",PF3D7_1472400
